record_id,age_years,income_value,tenure_months,monthly_spend,purchase_rate,order_value,promo_usage_rate,return_rate,browse_minutes,support_contacts,payment_channel,market_area
R23001,27,,1,,0.24,93.25,0.51,0.38,40.23,3,Channel_A,Area_A
R08615,51,1875.29,1,4.65,0.0,246.93,0.73,0.41,32.65,2,Channel_B,Area_A
R19973,31,22103.48,9,271.42,9.95,36.03,0.15,0.22,46.62,0,Channel_C,Area_A
R04153,57,72011.34,72,575.91,9.32,24.95,0.0,0.2,,0,Channel_A,Area_B
R14031,52,45302.46,72,650.83,14.63,12.94,0.03,0.06,13.42,2,Channel_A,Area_A
R25199,43,33981.34,72,423.57,13.68,0.01,0.0,0.01,72.9,0,Channel_B,Area_A
R02939,64,17395.11,48,59.51,0.95,53.05,0.33,0.06,33.7,0,Channel_B,Area_A
R36260,63,38854.84,72,459.67,17.14,0.08,0.15,0.04,73.65,2,Channel_C,Area_A
R18748,48,57545.27,72,339.41,13.19,0.04,0.06,0.16,65.93,3,Channel_B,Area_B
R46247,43,0.0,1,0.0,0.0,95.38,0.49,0.11,,2,Channel_A,Area_A
R01110,61,19287.16,27,93.33,0.97,65.19,,,24.81,0,Channel_C,Area_C
R28975,50,20612.86,1,,0.0,112.59,0.43,0.07,10.9,2,Channel_A,Area_A
R25576,48,0.0,1,0.23,0.0,117.9,0.23,0.08,,2,Channel_A,Area_A
R36401,46,0.0,1,0.88,0.0,205.08,0.73,0.16,25.06,0,Channel_C,Area_C
R34349,49,96504.42,72,976.64,,0.0,0.0,0.09,88.54,1,Channel_B,Area_C
R00210,68,509.95,1,,0.05,197.39,0.38,0.66,23.34,0,Channel_C,Area_A
R47355,31,46890.03,72,304.22,11.7,0.0,0.09,,23.23,1,Channel_A,Area_C
R06049,20,0.0,1,2.53,0.0,113.61,0.37,0.3,64.34,2,Channel_A,Area_C
R18246,23,4965.38,18,118.45,1.79,44.79,0.46,0.22,,1,Channel_C,Area_A
R49448,34,69659.95,72,351.51,14.02,0.0,0.17,0.01,124.24,3,Channel_B,Area_A
R10152,55,40322.83,49,33.17,0.1,63.8,0.22,0.12,99.37,,Channel_C,Area_C
R07756,29,0.0,1,1.96,0.0,132.35,0.49,0.61,,1,Channel_B,Area_A
R12996,69,386.76,1,3.54,0.03,255.65,0.52,,77.37,2,Channel_C,Area_B
R09861,52,112.78,1,0.0,0.0,89.99,0.34,0.09,0.12,2,Channel_C,Area_B
R23375,41,32621.75,11,324.83,2.96,97.77,0.75,0.12,,2,Channel_A,Area_C
R01799,21,107218.85,72,1103.24,16.96,17.02,0.08,0.34,82.57,0,Channel_A,Area_A
R00739,27,716.84,55,0.0,1.25,50.12,0.45,0.36,64.85,2,Channel_B,Area_B
R42442,52,,72,1197.14,16.53,49.52,0.08,0.0,290.27,0,Channel_C,Area_C
R12948,68,60299.95,72,554.22,22.03,0.0,0.16,0.05,57.99,3,Channel_C,Area_A
R42424,62,263.59,1,2.34,0.0,156.01,,0.26,36.73,1,Channel_A,Area_A
R44796,49,41.83,1,2.27,0.0,68.97,0.41,0.26,82.45,2,Channel_A,Area_C
R01547,64,0.0,1,6.39,0.02,216.15,0.49,0.05,90.17,3,Channel_A,Area_B
R36968,43,0.0,1,3.66,0.02,134.04,0.68,0.17,44.54,1,Channel_A,Area_C
R06481,37,13910.12,53,401.73,1.89,94.55,0.15,0.11,39.63,0,Channel_A,Area_A
R12756,42,33867.23,13,372.79,1.24,142.94,0.44,0.38,75.46,3,Channel_A,Area_A
R36213,20,0.0,1,0.0,0.0,119.65,0.24,0.1,9.24,2,Channel_C,Area_A
R32666,48,97322.57,72,1247.52,16.63,45.94,0.0,0.4,62.03,2,Channel_A,Area_A
R22861,28,103093.57,72,911.42,22.62,0.21,0.0,0.0,79.86,3,Channel_B,Area_B
R12075,61,66452.33,72,306.55,10.16,0.25,0.48,0.05,28.76,4,Channel_C,Area_B
R49256,51,141.38,1,0.0,,105.22,0.24,0.09,48.96,2,Channel_A,Area_B
R30249,59,0.0,1,5.01,0.0,107.93,0.41,0.15,0.02,3,Channel_C,Area_B
R46232,61,62491.67,72,361.69,12.0,0.0,0.15,0.11,62.68,1,Channel_B,Area_C
R26610,70,8425.05,1,0.16,0.0,93.62,0.3,0.15,0.0,4,Channel_B,Area_C
R26589,64,183585.98,72,451.01,8.62,34.97,0.44,0.03,70.28,0,Channel_C,Area_A
R06664,36,0.0,1,0.2,0.0,84.66,0.78,0.3,23.0,2,Channel_B,Area_C
R19851,26,25645.26,41,5.18,1.24,30.26,0.19,0.11,46.51,2,Channel_B,Area_A
R43869,19,0.0,1,131.66,0.0,211.53,0.49,0.14,0.59,3,Channel_C,Area_C
R07549,47,206.82,1,0.0,0.0,127.5,0.53,0.11,24.2,0,Channel_A,Area_A
R31823,53,88314.9,72,280.88,12.77,0.92,0.27,0.02,97.41,0,Channel_A,Area_A
R41101,33,37920.92,25,270.07,2.94,69.8,0.43,0.13,30.39,0,Channel_A,Area_A
R22435,55,3970.53,1,345.25,5.2,54.72,0.15,0.29,37.92,3,Channel_C,Area_A
R17150,19,101801.36,72,513.04,10.48,6.84,0.4,0.21,102.29,3,Channel_A,Area_A
R19954,23,123052.76,72,540.62,9.18,30.06,0.26,0.01,90.02,3,Channel_A,Area_C
R15123,48,0.0,1,0.0,0.0,268.33,0.37,0.12,83.53,,Channel_A,Area_A
R47676,21,29284.4,21,263.29,1.37,111.13,0.2,0.24,29.35,2,Channel_C,Area_B
R46268,58,49166.42,34,183.85,0.0,130.41,0.3,0.11,71.71,1,Channel_A,Area_A
R38790,52,384.42,1,0.0,0.0,146.17,0.43,0.23,48.29,2,Channel_B,Area_A
R03728,25,508.76,1,6.35,0.2,117.47,0.6,0.36,90.2,1,Channel_C,Area_B
R29817,63,205.54,1,0.67,0.08,162.79,0.48,0.56,97.08,0,Channel_A,Area_C
R31808,64,103124.62,72,1355.15,16.13,68.57,0.05,0.05,54.97,,Channel_A,Area_B
R01667,70,204.13,1,2.89,0.0,249.73,0.29,0.08,1.33,1,Channel_B,Area_A
R34152,42,0.0,1,0.0,0.03,106.64,0.32,0.25,67.63,1,Channel_B,Area_A
R28331,22,1876.61,1,0.27,0.0,165.17,0.31,0.15,31.2,1,Channel_B,Area_A
R34614,38,119834.83,72,1189.54,18.8,5.23,0.31,0.43,110.48,3,Channel_A,Area_C
R29808,47,106350.1,10,371.71,2.54,115.26,0.23,0.37,17.76,1,Channel_B,Area_A
R08772,34,78047.7,72,281.92,12.91,0.0,0.44,0.04,72.36,3,Channel_C,Area_A
R25373,40,0.0,1,2.21,0.0,176.61,0.53,0.36,7.3,6,Channel_C,Area_A
R14422,27,10572.2,32,91.23,0.71,72.32,0.49,0.69,158.12,1,Channel_B,Area_B
R44764,65,37458.8,44,55.01,1.3,46.33,0.13,0.04,56.0,4,Channel_B,Area_B
R45816,27,0.0,1,335.72,0.2,332.69,0.41,0.53,29.33,4,Channel_C,Area_B
R42530,35,38357.13,25,159.65,,65.34,0.38,0.23,44.41,2,Channel_B,Area_A
R37000,61,0.0,1,6.77,0.0,147.96,0.28,,56.08,1,Channel_A,Area_A
R09425,26,25726.32,39,52.44,0.27,57.55,0.16,0.31,43.31,1,Channel_C,Area_B
R19868,35,97490.13,72,1149.54,18.88,2.56,0.25,0.0,171.72,0,Channel_A,Area_A
R38135,20,6553.26,55,149.78,0.87,106.35,0.44,0.21,80.99,3,Channel_A,Area_A
R49968,31,16593.41,12,41.37,0.2,108.55,0.25,0.18,42.94,1,Channel_A,Area_A
R07687,27,8113.68,63,83.48,0.11,130.76,0.5,0.07,108.64,1,Channel_A,Area_A
R37193,39,6936.15,1,0.0,0.01,97.42,0.49,0.15,,1,Channel_A,Area_A
R38571,60,48639.03,1,285.83,,80.39,,0.08,70.65,1,Channel_B,Area_B
R14862,58,2669.18,8,279.94,6.81,50.94,0.35,0.41,31.87,1,Channel_B,Area_B
R27265,22,665.02,1,4.53,0.0,182.02,0.26,0.28,209.12,,Channel_A,Area_A
R05416,28,0.0,1,0.0,0.0,160.06,0.38,0.06,10.68,3,Channel_A,Area_A
R38811,27,96481.44,72,540.48,12.12,12.39,0.16,0.12,78.51,2,Channel_A,Area_B
R46524,51,,72,509.47,9.45,27.4,0.26,0.0,106.91,1,Channel_A,Area_C
R36105,53,6362.77,41,102.63,3.72,36.08,,0.17,38.42,3,Channel_A,Area_A
R14488,34,81232.62,72,1149.66,16.87,33.75,0.28,0.0,87.32,0,Channel_A,Area_C
R06702,55,,1,557.83,9.2,62.78,0.55,0.05,35.23,4,Channel_A,Area_A
R07264,34,88774.93,72,440.46,10.26,0.0,0.0,0.23,33.2,0,Channel_B,Area_A
R37421,43,71621.22,72,314.98,10.81,0.08,0.12,0.02,49.34,2,Channel_C,Area_A
R01878,63,20292.63,35,220.63,0.32,103.61,,0.35,127.09,1,Channel_B,Area_A
R32921,22,109212.59,72,986.99,25.09,0.0,,0.2,,7,Channel_B,Area_A
R05575,60,0.0,1,112.53,0.01,208.54,0.42,0.19,51.14,1,Channel_C,Area_B
R39962,67,0.0,1,0.0,0.0,142.52,0.7,0.12,47.19,1,Channel_A,Area_A
R02708,31,70241.78,1,0.0,0.0,73.63,0.37,0.35,45.41,,Channel_C,Area_B
R46878,22,0.0,1,0.0,0.03,226.66,0.48,0.04,82.09,2,Channel_C,Area_B
R10553,60,139.13,1,0.0,0.08,186.43,0.38,0.08,0.0,2,Channel_A,Area_A
R13133,36,19118.14,1,0.0,0.22,91.65,0.83,0.11,23.83,0,Channel_C,Area_A
R39678,39,14602.14,3,182.7,2.97,58.51,0.64,0.4,176.3,3,Channel_A,Area_A
R17109,23,497.32,1,6.73,0.08,72.95,0.46,,75.54,2,Channel_B,Area_C
R20201,48,0.0,1,4.15,0.11,113.71,0.46,0.17,13.78,2,Channel_A,Area_A
R15031,20,136304.63,72,2978.28,20.15,41.8,0.23,0.0,88.89,0,Channel_B,Area_B
R33111,26,137666.19,72,1077.49,31.37,1.49,0.0,0.0,67.53,0,Channel_A,Area_C
R04318,24,171290.69,6,149.33,0.97,56.28,0.3,0.35,101.89,1,Channel_A,Area_A
R01731,29,,49,435.62,1.63,137.91,0.48,0.18,52.39,1,Channel_A,Area_A
R40282,32,126176.19,72,1455.33,17.38,58.49,0.0,,140.46,2,Channel_A,Area_A
R10540,66,62892.12,72,493.39,10.26,0.0,0.24,0.03,31.12,0,Channel_C,Area_A
R45952,53,216234.11,72,945.56,19.49,2.0,0.21,0.12,94.39,2,Channel_A,Area_A
R27383,70,33257.48,28,0.0,5.31,25.85,0.67,0.22,73.67,2,Channel_B,Area_A
R04277,51,,1,42.51,0.07,142.15,0.49,0.25,47.34,2,Channel_A,Area_A
R13182,56,78200.69,1,242.25,0.0,223.9,0.59,0.13,8.17,1,Channel_A,Area_A
R40090,66,19704.04,2,480.7,2.35,122.89,0.08,0.03,95.96,2,Channel_B,Area_A
R26884,65,0.0,1,0.0,0.0,161.83,0.3,0.09,48.81,1,Channel_C,Area_B
R36842,30,52710.15,72,594.51,10.76,31.47,0.6,0.13,41.68,0,Channel_A,Area_B
R27811,59,88494.86,72,,9.6,0.0,0.15,0.02,74.62,3,Channel_A,Area_A
R39546,41,34880.16,12,,7.4,41.61,0.48,0.14,61.2,2,Channel_C,Area_C
R35296,55,0.0,1,0.0,0.0,149.78,0.48,0.08,73.9,0,Channel_C,Area_A
R32999,36,183.7,1,0.0,0.04,158.29,,0.25,132.73,2,Channel_A,Area_B
R11719,51,60185.06,1,5.77,0.12,204.14,0.61,0.15,30.84,0,Channel_B,Area_A
R29367,25,48658.33,1,0.0,0.0,85.84,0.29,0.2,11.99,2,Channel_A,Area_A
R29019,18,0.0,1,0.31,0.0,81.83,0.52,0.18,44.69,2,Channel_A,Area_A
R18210,43,0.0,1,0.0,0.05,161.51,0.47,0.11,31.86,2,Channel_C,Area_A
R11146,69,,1,1.23,,149.96,0.33,0.33,139.74,2,Channel_B,Area_C
R20618,42,73120.2,72,269.6,13.46,0.0,0.08,0.22,50.76,,Channel_C,Area_A
R33455,51,162646.32,72,1077.75,,2.2,0.0,0.06,66.77,2,Channel_B,Area_A
R25422,65,134686.72,72,445.83,9.59,12.5,0.19,0.2,123.16,2,Channel_C,Area_B
R20831,59,105646.9,72,1434.43,17.05,41.43,0.2,0.03,50.28,0,Channel_A,Area_C
R20839,45,219987.51,1,174.11,0.29,77.92,,0.24,5.21,2,Channel_C,Area_A
R29195,27,56394.1,65,,18.88,0.09,0.0,0.25,134.3,2,Channel_C,Area_B
R37807,33,68384.41,72,318.36,9.04,1.33,0.26,0.11,90.24,4,Channel_A,Area_B
R27227,29,57597.63,58,27.68,0.0,60.71,0.4,0.31,44.64,2,Channel_B,Area_A
R07055,25,91422.52,72,1277.46,16.74,44.44,0.0,0.18,49.42,3,Channel_C,Area_A
R26118,65,714.74,1,,0.0,158.1,0.22,0.49,,5,Channel_A,Area_A
R02384,24,36762.69,3,26.06,2.44,22.02,0.35,0.05,9.26,0,Channel_A,Area_A
R45058,35,64211.51,72,535.81,9.6,30.55,0.17,0.0,,0,Channel_A,Area_A
R03499,63,,1,7.84,0.01,179.29,0.37,0.24,7.41,3,Channel_C,Area_B
R24442,64,112822.54,1,1.62,0.0,118.97,0.47,0.15,33.33,0,Channel_A,Area_C
R37796,69,108632.69,72,794.51,41.57,0.55,0.0,0.01,170.06,,Channel_B,Area_A
R46738,39,161148.22,72,1137.11,21.35,0.0,0.07,0.21,52.9,0,Channel_C,Area_A
R11854,25,9108.44,1,101.28,11.25,30.24,,0.16,14.58,1,Channel_C,Area_B
R40071,33,,15,170.55,0.13,131.9,0.21,,58.99,2,Channel_A,Area_A
R11122,24,3272.56,34,387.93,2.27,114.02,0.48,0.03,15.92,0,Channel_C,Area_B
R18814,23,0.0,1,32.17,0.07,147.7,0.48,0.23,51.64,1,Channel_A,Area_B
R18431,55,0.0,1,0.0,0.15,143.14,0.49,0.2,33.38,2,Channel_A,Area_A
R10808,66,0.0,1,65.04,0.0,185.93,0.3,0.11,195.35,2,Channel_B,Area_A
R43141,30,,72,432.05,15.92,0.0,0.46,0.01,47.96,1,Channel_A,Area_A
R00333,30,133416.78,72,935.0,19.39,0.49,0.24,0.32,54.15,2,Channel_A,Area_A
R13207,65,44129.35,20,0.0,0.05,80.43,0.18,0.01,80.48,1,Channel_A,Area_B
R33313,43,205.97,1,0.51,0.09,97.54,,0.07,30.88,2,Channel_B,Area_A
R32039,66,14395.52,37,0.0,1.1,39.88,0.26,0.33,98.71,1,Channel_A,Area_B
R14065,50,92111.54,72,506.69,10.02,35.99,0.1,0.05,56.84,0,Channel_C,Area_B
R25196,40,0.0,1,0.0,0.0,130.01,0.4,0.32,1.0,8,Channel_A,Area_B
R00962,23,1528.06,1,5.34,0.05,148.16,0.64,0.25,51.19,2,Channel_B,Area_A
R14082,24,1042.52,1,0.0,0.01,117.11,0.25,0.33,93.14,0,Channel_C,Area_A
R39840,42,0.0,1,0.0,0.01,141.73,0.72,0.16,11.23,1,Channel_C,Area_B
R03940,48,1159.45,1,0.0,0.0,132.05,0.24,0.07,0.11,2,Channel_C,Area_A
R43871,39,124285.38,72,1174.58,19.0,3.07,0.18,0.0,113.86,2,Channel_A,Area_C
R13756,55,53079.44,1,0.0,,229.13,0.33,0.07,22.18,0,Channel_A,Area_A
R40677,53,0.0,1,0.0,0.05,122.45,0.4,0.13,8.03,2,Channel_A,Area_A
R32329,46,12.84,1,0.0,0.0,140.86,0.67,0.17,87.76,2,Channel_C,Area_A
R29413,20,34.87,1,0.0,0.04,162.55,0.29,0.06,30.44,1,Channel_A,Area_A
R33324,59,682.53,1,0.0,0.0,175.5,0.25,0.23,17.33,2,Channel_A,Area_A
R23736,32,0.0,1,1.25,0.0,126.55,0.56,,11.4,3,Channel_B,Area_B
R11342,40,0.0,1,2.21,0.0,180.73,0.46,0.06,,2,Channel_A,Area_C
R20701,22,63417.16,1,4.51,0.0,127.2,,0.37,0.0,1,Channel_A,Area_C
R18175,59,0.0,1,0.0,0.0,111.07,0.5,0.17,53.75,1,Channel_C,Area_C
R39607,69,13615.58,1,6.94,,98.77,0.45,0.25,0.0,,Channel_A,Area_C
R39851,66,53652.48,72,519.07,10.08,12.91,0.56,0.0,35.23,,Channel_A,Area_A
R23213,62,,72,398.65,14.54,0.02,0.17,0.32,113.13,0,Channel_A,Area_C
R07115,38,126393.85,72,1146.45,17.13,19.4,0.0,0.06,91.49,2,Channel_B,Area_A
R32979,49,0.0,1,0.0,0.16,253.45,0.52,0.17,24.89,2,Channel_C,Area_A
R04220,65,44354.02,72,540.87,7.24,56.56,0.17,0.09,72.72,1,Channel_A,Area_B
R00150,22,127434.53,72,874.07,21.08,1.81,0.5,0.09,74.06,2,Channel_A,Area_A
R48733,30,51962.02,48,544.38,15.16,0.0,0.07,0.03,55.87,2,Channel_B,Area_A
R01232,69,0.0,1,0.0,0.0,231.58,0.29,0.05,0.11,3,Channel_C,Area_C
R39824,41,15215.59,50,269.5,2.4,86.39,0.21,0.2,13.42,1,Channel_C,Area_A
R13889,24,0.0,1,2.74,0.0,196.95,0.27,0.08,6.62,3,Channel_A,Area_A
R32895,27,485.1,25,46.23,0.08,60.47,0.17,0.27,72.32,2,Channel_A,Area_A
R07492,63,139918.65,72,1530.84,19.22,55.11,0.23,0.23,70.12,1,Channel_C,Area_C
R44078,36,11.14,1,3.27,0.0,153.24,0.56,0.22,65.78,1,Channel_B,Area_B
R25515,48,118367.77,72,490.45,13.12,0.0,0.49,0.2,44.74,5,Channel_C,Area_A
R44173,20,95.64,1,0.0,0.03,173.55,,0.13,3.85,2,Channel_B,Area_C
R28762,58,0.0,1,0.0,0.0,177.31,0.46,0.23,84.32,2,Channel_C,Area_C
R40814,70,0.0,1,0.0,0.12,334.73,0.27,0.35,73.32,2,Channel_A,Area_A
R22398,60,0.0,1,0.0,0.01,125.63,0.31,0.13,8.47,1,Channel_A,Area_B
R34785,57,474.95,1,0.0,0.02,100.65,0.86,0.13,,1,Channel_A,Area_A
R08323,64,52536.49,72,356.25,10.78,0.56,0.0,0.0,138.13,,Channel_A,Area_C
R14692,28,48662.97,72,497.22,9.63,28.63,0.21,0.34,65.26,,Channel_A,Area_A
R14328,69,883.72,1,0.0,0.06,131.31,0.45,0.25,35.05,0,Channel_A,Area_A
R32516,70,572.16,1,7.2,0.0,100.33,0.67,0.16,120.47,2,Channel_A,Area_B
R48246,54,0.0,1,6.12,0.0,90.06,0.57,0.12,52.9,3,Channel_A,Area_A
R01575,51,0.0,1,0.0,0.0,224.14,0.35,0.18,174.23,0,Channel_C,Area_B
R10729,65,0.0,1,3.85,0.17,116.84,0.27,0.14,44.97,3,Channel_A,Area_C
R07210,47,111.66,1,0.96,0.09,195.56,0.6,0.08,103.02,1,Channel_C,Area_C
R04034,44,0.0,1,0.0,0.0,91.58,0.36,0.19,184.11,2,Channel_B,Area_A
R19509,66,1076.64,1,78.36,0.0,339.54,0.69,,44.01,1,Channel_A,Area_A
R08449,48,35931.97,1,,0.05,373.87,0.35,,56.94,1,Channel_C,Area_A
R19098,58,73370.35,34,37.19,0.76,52.59,0.36,0.42,119.85,0,Channel_A,Area_B
R12831,53,56022.86,72,448.48,7.05,21.21,0.1,0.31,56.27,2,Channel_A,Area_A
R16577,39,3587.62,59,2.72,2.01,45.74,0.31,0.03,42.28,0,Channel_C,Area_A
R18526,62,41666.84,72,,11.05,32.78,0.05,0.0,34.98,0,Channel_A,Area_C
R11018,27,56269.18,9,110.51,6.41,42.12,0.38,0.25,67.26,2,Channel_C,Area_C
R28335,29,0.0,1,151.87,0.12,238.2,0.74,0.05,35.24,1,Channel_A,Area_A
R27086,39,55.77,33,196.02,0.35,104.78,0.53,0.08,51.84,0,Channel_C,Area_A
R40634,52,72453.81,72,644.45,9.12,4.63,,0.15,27.12,1,Channel_B,Area_A
R44837,69,,1,0.0,0.07,105.04,0.38,,0.0,1,Channel_B,Area_A
R44468,69,368.27,1,0.0,,134.68,0.51,0.27,,0,Channel_A,Area_A
R43393,28,1565.13,1,0.0,0.03,168.99,0.27,0.14,31.67,2,Channel_C,Area_B
R13466,50,140579.93,72,1229.27,25.68,0.51,0.01,,85.94,5,Channel_B,Area_B
R34441,26,0.0,1,0.0,0.18,239.79,0.38,0.11,43.96,3,Channel_A,Area_A
R27765,36,90337.61,72,519.4,8.83,28.67,0.15,0.17,141.88,0,Channel_A,Area_B
R30859,43,48824.32,72,421.31,11.72,0.0,0.19,0.03,49.91,0,Channel_C,Area_A
R41040,33,,72,523.55,9.94,8.97,0.01,0.26,32.11,1,Channel_A,Area_B
R10041,37,0.0,1,1.51,0.0,85.61,0.4,0.45,59.51,3,Channel_A,Area_C
R08656,22,83415.93,72,798.8,16.1,12.92,0.13,0.03,65.87,2,Channel_B,Area_A
R15969,46,38398.96,72,426.1,12.77,0.34,0.17,0.08,75.04,1,Channel_A,Area_C
R26520,29,27231.49,36,234.6,1.4,92.43,0.57,0.2,75.25,0,Channel_C,Area_A
R20753,53,135341.19,72,1354.15,18.22,23.47,0.28,0.07,53.3,1,Channel_C,Area_A
R48232,60,0.0,1,1.65,0.13,129.42,0.7,,0.71,4,Channel_A,Area_A
R10873,25,61631.55,72,488.43,13.29,1.25,0.45,0.1,92.97,0,Channel_C,Area_A
R13077,62,6317.3,12,138.77,1.35,92.64,0.18,0.15,41.15,1,Channel_A,Area_C
R11724,37,0.0,1,5.89,0.0,150.67,0.43,0.06,21.32,4,Channel_C,Area_B
R15586,30,77518.5,72,449.24,10.32,15.04,0.0,0.13,53.81,4,Channel_B,Area_B
R08366,65,3828.02,1,201.93,0.1,236.18,0.76,0.26,117.6,0,Channel_C,Area_B
R08811,53,33447.96,12,284.92,2.53,62.16,0.57,0.27,73.21,4,Channel_A,Area_A
R09430,30,7062.37,11,75.18,2.05,34.73,0.49,0.16,157.79,1,Channel_C,Area_B
R44684,53,41771.96,8,213.39,0.39,135.72,0.35,0.04,39.22,0,Channel_B,Area_A
R05090,42,17278.18,35,185.97,0.56,84.5,0.3,0.28,85.51,1,Channel_A,Area_B
R06217,51,,25,205.28,0.0,149.01,0.12,0.22,40.61,4,Channel_A,Area_A
R06043,67,24889.36,35,125.27,1.4,67.17,0.14,0.23,65.55,3,Channel_A,Area_A
R32254,47,41136.13,17,235.2,3.05,65.36,0.52,0.16,14.89,3,Channel_C,Area_C
R24674,31,34980.07,9,180.61,4.25,54.13,0.4,0.13,38.44,0,Channel_A,Area_A
R23925,40,3418.76,1,65.8,0.23,107.16,0.48,0.13,45.22,3,Channel_A,Area_A
R07322,20,938.05,1,2.52,,214.32,0.33,0.07,0.0,1,Channel_A,Area_A
R41308,63,,1,0.04,6.45,69.62,0.55,0.56,6.66,3,Channel_C,Area_B
R34153,23,16048.76,45,1.2,0.06,78.97,0.09,0.2,49.81,2,Channel_B,Area_A
R40516,23,10469.23,37,39.52,0.21,87.01,0.37,0.12,4.71,3,Channel_A,Area_A
R40372,62,109891.05,1,314.66,6.45,63.03,0.35,0.28,51.63,1,Channel_C,Area_B
R06542,33,112052.42,72,1017.34,15.94,0.0,0.12,0.09,68.73,3,Channel_A,Area_C
R05754,61,139434.54,72,1297.76,23.09,4.62,0.42,0.03,79.75,2,Channel_A,Area_B
R42871,43,0.0,1,24.24,0.01,558.48,0.38,0.11,13.25,0,Channel_B,Area_A
R20446,49,24627.93,23,67.93,0.0,116.26,0.28,0.2,160.65,2,Channel_C,Area_B
R17863,52,494.54,1,0.0,0.15,235.75,,0.32,59.29,,Channel_C,Area_A
R23208,32,0.0,1,0.25,0.0,202.24,0.45,0.05,5.11,1,Channel_A,Area_A
R02108,52,84780.15,72,,10.29,24.19,0.06,0.03,52.65,1,Channel_C,Area_B
R39697,48,0.0,48,153.63,1.17,77.79,0.53,0.1,38.3,3,Channel_A,Area_A
R08095,32,45629.52,1,0.0,13.62,11.49,0.19,0.34,13.29,4,Channel_B,Area_B
R24000,21,61223.24,72,611.45,10.65,28.68,0.36,0.14,44.17,2,Channel_A,Area_A
R36305,47,176.81,1,4.54,0.0,85.36,0.45,0.14,30.89,1,Channel_A,Area_B
R48281,67,51010.09,72,511.67,9.64,15.76,0.1,0.13,129.25,1,Channel_C,Area_A
R24920,41,19945.16,25,114.81,0.95,55.75,0.25,0.05,14.32,0,Channel_A,Area_B
R44086,52,0.0,1,5.05,0.04,98.37,0.46,0.11,55.08,1,Channel_A,Area_B
R18888,67,0.0,1,1.97,0.09,145.78,0.59,0.21,105.02,2,Channel_C,Area_B
R20414,32,39218.97,1,,0.16,287.51,0.37,0.16,3.4,1,Channel_C,Area_B
R31579,58,74929.95,72,498.3,,0.0,0.29,0.28,52.32,1,Channel_C,Area_A
R35426,30,25216.88,19,261.42,0.08,202.34,0.24,0.57,98.22,2,Channel_A,Area_A
R37304,68,0.0,1,0.5,0.11,111.52,0.56,0.11,70.09,0,Channel_A,Area_B
R16619,39,262148.0,72,1144.14,18.74,0.0,0.06,0.0,118.75,0,Channel_A,Area_B
R24685,61,431.5,1,0.0,0.03,105.05,0.56,,133.09,0,Channel_C,Area_A
R48782,42,85.65,1,0.0,0.0,127.5,,0.12,50.17,3,Channel_A,Area_C
R41456,39,61831.69,5,,2.11,93.56,0.35,0.14,72.09,5,Channel_A,Area_B
R15325,33,603.66,1,1.12,0.14,256.43,0.5,0.12,43.0,2,Channel_A,Area_A
R19222,37,58702.65,1,3.19,0.0,147.01,,0.11,30.73,2,Channel_A,Area_A
R24462,66,158243.81,72,996.79,19.72,0.0,0.3,0.03,90.6,0,Channel_B,Area_B
R06228,69,1134.75,1,148.63,0.02,246.28,0.5,0.13,4.24,2,Channel_C,Area_A
R39419,60,0.0,1,0.0,0.0,129.74,0.55,0.09,,0,Channel_A,Area_A
R44929,27,55832.12,72,427.74,11.15,5.03,0.21,0.21,152.77,3,Channel_C,Area_A
R02155,45,21306.35,56,109.3,,94.48,0.15,0.19,99.97,2,Channel_A,Area_C
R14652,53,113803.62,72,305.52,10.05,0.0,0.01,0.5,153.39,3,Channel_B,Area_B
R26313,46,0.0,1,302.4,,79.4,0.58,0.09,20.35,1,Channel_A,Area_C
R31947,70,24972.14,63,182.42,0.05,144.97,0.66,0.19,53.37,2,Channel_A,Area_A
R31927,23,0.0,1,0.0,0.01,117.86,0.2,0.08,18.25,2,Channel_B,Area_B
R43895,57,0.0,1,0.74,,217.16,,0.07,3.93,2,Channel_B,Area_B
R45694,67,28866.92,15,393.36,5.51,82.85,0.14,0.11,62.76,3,Channel_B,Area_B
R45016,53,0.0,1,,0.0,106.68,0.47,0.1,0.62,3,Channel_A,Area_C
R08734,55,25146.63,55,361.85,1.98,102.56,0.36,0.15,,,Channel_C,Area_A
R22420,58,0.0,1,1.42,,103.21,0.22,0.21,0.0,3,Channel_C,Area_A
R25687,70,0.0,1,24.63,0.01,130.9,0.55,0.45,14.19,2,Channel_A,Area_A
R20295,36,149096.35,72,362.78,12.16,5.27,,0.1,52.03,1,Channel_A,Area_A
R42089,36,142667.63,65,696.45,19.35,2.53,0.16,0.04,47.94,1,Channel_A,Area_B
R31525,42,0.0,1,8.55,0.0,114.34,0.47,0.11,3.57,0,Channel_C,Area_B
R02600,42,14324.89,1,237.5,5.14,52.82,0.57,0.06,47.94,5,Channel_A,Area_B
R35993,24,24458.6,54,45.99,1.71,53.76,0.37,0.06,31.65,2,Channel_A,Area_A
R09482,44,576.09,1,0.0,0.04,145.45,0.37,0.08,0.05,1,Channel_C,Area_A
R15122,63,79291.11,41,437.95,2.77,114.13,0.6,0.14,43.11,0,Channel_A,Area_A
R18724,23,219276.32,72,350.28,12.63,0.0,0.0,,31.67,1,Channel_A,Area_B
R24747,26,277.12,1,0.0,0.0,150.7,0.53,0.22,35.02,2,Channel_A,Area_A
